category,uid,historical_class,pre_residual_current_class,post_residual_current_class,post_residual_best_fg_ratio,post_residual_best_bbox_area_ratio,post_residual_best_max_dim,post_residual_view_classes,asset_dir,usd_path
blanket,01cfa185cce70a8f0e7b2f2a772afdad,suspicious,suspicious,suspicious,0.027126,0.047836,165,ok;ok;blank;tiny,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/blanket/01cfa185cce70a8f0e7b2f2a772afdad,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/blanket/01cfa185cce70a8f0e7b2f2a772afdad/usd/01cfa185cce70a8f0e7b2f2a772afdad.usd
blanket,15425b5d6cd8d57b29d0c369b649d02f,suspicious,suspicious,suspicious,0.081551,0.163544,233,ok;ok;tiny;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/blanket/15425b5d6cd8d57b29d0c369b649d02f,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/blanket/15425b5d6cd8d57b29d0c369b649d02f/usd/15425b5d6cd8d57b29d0c369b649d02f.usd
blanket,1eef697311272f22d1c8e93d5acd1d22,suspicious,suspicious,suspicious,0.028732,0.074005,194,ok;blank;ok;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/blanket/1eef697311272f22d1c8e93d5acd1d22,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/blanket/1eef697311272f22d1c8e93d5acd1d22/usd/1eef697311272f22d1c8e93d5acd1d22.usd
blanket,4aa43bb780f40608b6f63ee1789be35e,suspicious,suspicious,suspicious,0.032902,0.106979,171,blank;blank;ok;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/blanket/4aa43bb780f40608b6f63ee1789be35e,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/blanket/4aa43bb780f40608b6f63ee1789be35e/usd/4aa43bb780f40608b6f63ee1789be35e.usd
blanket,ce07e0ed27b043d97ccf18644c26a8bb,suspicious,suspicious,suspicious,0.035095,0.067852,174,tiny;ok;ok;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/blanket/ce07e0ed27b043d97ccf18644c26a8bb,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/blanket/ce07e0ed27b043d97ccf18644c26a8bb/usd/ce07e0ed27b043d97ccf18644c26a8bb.usd
book,013e321e890b4055634af9ea1834f395,suspicious,suspicious,suspicious,0.153240,0.174820,268,ok;ok;blank;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/013e321e890b4055634af9ea1834f395,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/013e321e890b4055634af9ea1834f395/usd/013e321e890b4055634af9ea1834f395.usd
book,0e9306661d3dd7a3b6d432b5e41b92c2,suspicious,suspicious,suspicious,0.112568,0.123955,232,ok;ok;ok;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0e9306661d3dd7a3b6d432b5e41b92c2,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0e9306661d3dd7a3b6d432b5e41b92c2/usd/0e9306661d3dd7a3b6d432b5e41b92c2.usd
book,0eaace3c6dca5431e60660cbe29d288c,suspicious,suspicious,suspicious,0.224964,0.250137,338,ok;blank;ok;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0eaace3c6dca5431e60660cbe29d288c,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/0eaace3c6dca5431e60660cbe29d288c/usd/0eaace3c6dca5431e60660cbe29d288c.usd
book,10bd2369ce0ab94aa6be5f93223a733d,suspicious,suspicious,suspicious,1.000000,1.000000,512,ok;blank;ok;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/10bd2369ce0ab94aa6be5f93223a733d,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/10bd2369ce0ab94aa6be5f93223a733d/usd/10bd2369ce0ab94aa6be5f93223a733d.usd
book,1ee325d6c89d8c4ccd94852d237fd6ca,suspicious,suspicious,suspicious,0.055840,0.147926,281,ok;ok;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/1ee325d6c89d8c4ccd94852d237fd6ca,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/1ee325d6c89d8c4ccd94852d237fd6ca/usd/1ee325d6c89d8c4ccd94852d237fd6ca.usd
book,2362f0ad99e0727df4bc72491507d1bb,suspicious,suspicious,suspicious,0.133816,0.147400,240,ok;blank;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/2362f0ad99e0727df4bc72491507d1bb,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/2362f0ad99e0727df4bc72491507d1bb/usd/2362f0ad99e0727df4bc72491507d1bb.usd
book,257b7fb3d67e06f29d85c1185b3cf0b5,suspicious,suspicious,suspicious,0.052067,0.064941,266,ok;tiny;blank;tiny,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/257b7fb3d67e06f29d85c1185b3cf0b5,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/257b7fb3d67e06f29d85c1185b3cf0b5/usd/257b7fb3d67e06f29d85c1185b3cf0b5.usd
book,29a9a63b73e42376cb1c65d7bd1e22a6,suspicious,suspicious,suspicious,0.156967,0.174408,254,blank;blank;ok;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/29a9a63b73e42376cb1c65d7bd1e22a6,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/29a9a63b73e42376cb1c65d7bd1e22a6/usd/29a9a63b73e42376cb1c65d7bd1e22a6.usd
book,2a772f61c078e160041890245cf703ed,suspicious,suspicious,suspicious,0.117908,0.120029,242,ok;ok;ok;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/2a772f61c078e160041890245cf703ed,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/2a772f61c078e160041890245cf703ed/usd/2a772f61c078e160041890245cf703ed.usd
book,31299a20de924beac96a4035daa058f5,suspicious,suspicious,suspicious,0.149002,0.166550,236,ok;blank;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/31299a20de924beac96a4035daa058f5,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/31299a20de924beac96a4035daa058f5/usd/31299a20de924beac96a4035daa058f5.usd
book,448a562bda95d7e3e8283e31ee8104f2,suspicious,suspicious,suspicious,0.157486,0.174820,268,ok;ok;blank;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/448a562bda95d7e3e8283e31ee8104f2,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/448a562bda95d7e3e8283e31ee8104f2/usd/448a562bda95d7e3e8283e31ee8104f2.usd
book,480cae8dd67b6ea200592afb32a5f55d,suspicious,suspicious,suspicious,0.146275,0.160828,248,blank;blank;ok;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/480cae8dd67b6ea200592afb32a5f55d,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/480cae8dd67b6ea200592afb32a5f55d/usd/480cae8dd67b6ea200592afb32a5f55d.usd
book,5703097310907282bdcd49227527575f,suspicious,suspicious,suspicious,0.174713,0.190887,278,ok;blank;ok;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/5703097310907282bdcd49227527575f,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/5703097310907282bdcd49227527575f/usd/5703097310907282bdcd49227527575f.usd
book,5f302125870bc9a97d712c42e0a7665f,suspicious,suspicious,suspicious,1.000000,1.000000,512,ok;blank;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/5f302125870bc9a97d712c42e0a7665f,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/5f302125870bc9a97d712c42e0a7665f/usd/5f302125870bc9a97d712c42e0a7665f.usd
book,669c9654ea81579c19b2b98cadea7870,suspicious,suspicious,suspicious,1.000000,1.000000,512,ok;blank;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/669c9654ea81579c19b2b98cadea7870,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/669c9654ea81579c19b2b98cadea7870/usd/669c9654ea81579c19b2b98cadea7870.usd
book,714da201cb8f5f08d4b9b092bc86e43b,suspicious,suspicious,suspicious,0.066818,0.097420,226,ok;ok;blank;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/714da201cb8f5f08d4b9b092bc86e43b,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/714da201cb8f5f08d4b9b092bc86e43b/usd/714da201cb8f5f08d4b9b092bc86e43b.usd
book,790b7effc60ad6ba5f7fc8a955919587,suspicious,suspicious,suspicious,0.134121,0.147400,240,ok;blank;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/790b7effc60ad6ba5f7fc8a955919587,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/790b7effc60ad6ba5f7fc8a955919587/usd/790b7effc60ad6ba5f7fc8a955919587.usd
book,7c901fcc8934f31e48d4b0c4e2406259,suspicious,suspicious,suspicious,0.051727,0.053955,323,ok;blank;ok;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/7c901fcc8934f31e48d4b0c4e2406259,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/7c901fcc8934f31e48d4b0c4e2406259/usd/7c901fcc8934f31e48d4b0c4e2406259.usd
book,7e1e4ee641599a35b6f5d14de18437c5,suspicious,suspicious,suspicious,0.065891,0.099564,225,ok;tiny;ok;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/7e1e4ee641599a35b6f5d14de18437c5,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/7e1e4ee641599a35b6f5d14de18437c5/usd/7e1e4ee641599a35b6f5d14de18437c5.usd
book,84e874fc189dfcfa72863fcca08a7b83,suspicious,suspicious,suspicious,0.133816,0.147400,240,ok;blank;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/84e874fc189dfcfa72863fcca08a7b83,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/84e874fc189dfcfa72863fcca08a7b83/usd/84e874fc189dfcfa72863fcca08a7b83.usd
book,88e627f2b66ef4419336c1c4389a1bd5,suspicious,suspicious,suspicious,0.145176,0.158752,272,blank;blank;ok;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/88e627f2b66ef4419336c1c4389a1bd5,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/88e627f2b66ef4419336c1c4389a1bd5/usd/88e627f2b66ef4419336c1c4389a1bd5.usd
book,8c6c70646d56faef1c55037b5eaf0d42,suspicious,suspicious,suspicious,0.060925,0.071419,253,ok;tiny;blank;tiny,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/8c6c70646d56faef1c55037b5eaf0d42,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/8c6c70646d56faef1c55037b5eaf0d42/usd/8c6c70646d56faef1c55037b5eaf0d42.usd
book,9d072b7b0a024bca7354b5dfa5638c7b,suspicious,suspicious,suspicious,0.467384,0.494141,512,ok;ok;tiny;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/9d072b7b0a024bca7354b5dfa5638c7b,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/9d072b7b0a024bca7354b5dfa5638c7b/usd/9d072b7b0a024bca7354b5dfa5638c7b.usd
book,a1105906d08e432d1ac6908eafd85ed1,blank,blank,blank,0.000778,0.027042,139,blank;blank;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/a1105906d08e432d1ac6908eafd85ed1,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/a1105906d08e432d1ac6908eafd85ed1/usd/a1105906d08e432d1ac6908eafd85ed1.usd
book,af44e33df51783f4557378af8180436b,suspicious,suspicious,suspicious,0.137493,0.149048,264,blank;blank;ok;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/af44e33df51783f4557378af8180436b,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/af44e33df51783f4557378af8180436b/usd/af44e33df51783f4557378af8180436b.usd
book,bf2f755a77072484a95657579b701ae1,suspicious,suspicious,suspicious,0.095844,0.117615,189,ok;ok;ok;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/bf2f755a77072484a95657579b701ae1,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/bf2f755a77072484a95657579b701ae1/usd/bf2f755a77072484a95657579b701ae1.usd
book,ced0ee686de6b8395c339fe3d2c91638,suspicious,suspicious,suspicious,0.137451,0.149918,313,blank;ok;ok;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/ced0ee686de6b8395c339fe3d2c91638,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/ced0ee686de6b8395c339fe3d2c91638/usd/ced0ee686de6b8395c339fe3d2c91638.usd
book,d39cbde3fc5a6ac064f3780568decb90,suspicious,suspicious,suspicious,0.098885,0.206871,493,ok;blank;ok;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/d39cbde3fc5a6ac064f3780568decb90,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/d39cbde3fc5a6ac064f3780568decb90/usd/d39cbde3fc5a6ac064f3780568decb90.usd
book,d78de10cbe6838588870056285117a0c,suspicious,suspicious,suspicious,0.049789,0.081688,249,ok;ok;ok;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/d78de10cbe6838588870056285117a0c,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/d78de10cbe6838588870056285117a0c/usd/d78de10cbe6838588870056285117a0c.usd
book,e6ee5b44a7b23c65df529234efdc4596,suspicious,suspicious,suspicious,0.042912,0.085247,195,ok;tiny;ok;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/e6ee5b44a7b23c65df529234efdc4596,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/e6ee5b44a7b23c65df529234efdc4596/usd/e6ee5b44a7b23c65df529234efdc4596.usd
book,e722db7112b8124a53d6e7fa4d421b1b,suspicious,suspicious,suspicious,0.071602,0.096512,230,ok;ok;blank;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/e722db7112b8124a53d6e7fa4d421b1b,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/e722db7112b8124a53d6e7fa4d421b1b/usd/e722db7112b8124a53d6e7fa4d421b1b.usd
book,f214285c228c194887a699728ebfd56b,suspicious,suspicious,suspicious,0.072258,0.104301,217,tiny;ok;ok;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/f214285c228c194887a699728ebfd56b,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/book/f214285c228c194887a699728ebfd56b/usd/f214285c228c194887a699728ebfd56b.usd
bottle,0e04babf2311797575ab7bd4578deefd,suspicious,suspicious,suspicious,0.031498,0.042156,404,blank;ok;ok;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0e04babf2311797575ab7bd4578deefd,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/0e04babf2311797575ab7bd4578deefd/usd/0e04babf2311797575ab7bd4578deefd.usd
bottle,1a25c61ffb503912bbb615c7a72ce4ad,suspicious,suspicious,suspicious,0.009480,0.057961,142,ok;ok;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/1a25c61ffb503912bbb615c7a72ce4ad,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/1a25c61ffb503912bbb615c7a72ce4ad/usd/1a25c61ffb503912bbb615c7a72ce4ad.usd
bottle,1a900e94264d9104f45200db6e0b5e5c,suspicious,suspicious,suspicious,0.081623,0.102806,175,ok;blank;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/1a900e94264d9104f45200db6e0b5e5c,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/1a900e94264d9104f45200db6e0b5e5c/usd/1a900e94264d9104f45200db6e0b5e5c.usd
bottle,1ab14bd12b778a9cec663a05b82c0a5e,suspicious,suspicious,suspicious,0.008694,0.075642,251,tiny;blank;blank;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/1ab14bd12b778a9cec663a05b82c0a5e,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/1ab14bd12b778a9cec663a05b82c0a5e/usd/1ab14bd12b778a9cec663a05b82c0a5e.usd
bottle,23f1d3ecc9f811bdcd7b4f9a169f9f9f,suspicious,suspicious,suspicious,0.110081,0.131500,248,blank;ok;ok;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/23f1d3ecc9f811bdcd7b4f9a169f9f9f,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/23f1d3ecc9f811bdcd7b4f9a169f9f9f/usd/23f1d3ecc9f811bdcd7b4f9a169f9f9f.usd
bottle,281458e58c8cfd6961ab19097642dab6,blank,blank,blank,0.000000,0.000000,0,blank;blank;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/281458e58c8cfd6961ab19097642dab6,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/281458e58c8cfd6961ab19097642dab6/usd/281458e58c8cfd6961ab19097642dab6.usd
bottle,586cc19e9d099cbd7c439498099a1ff3,suspicious,suspicious,suspicious,0.048153,0.072792,240,ok;ok;blank;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/586cc19e9d099cbd7c439498099a1ff3,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/586cc19e9d099cbd7c439498099a1ff3/usd/586cc19e9d099cbd7c439498099a1ff3.usd
bottle,5a64cccf5b254b6e8ba389f237ddc037,blank,blank,blank,0.000000,0.000000,0,blank;blank;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/5a64cccf5b254b6e8ba389f237ddc037,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/5a64cccf5b254b6e8ba389f237ddc037/usd/5a64cccf5b254b6e8ba389f237ddc037.usd
bottle,663e729e0847c4faaa43b59b1fbe97f4,blank,blank,blank,0.000000,0.000000,0,blank;blank;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/663e729e0847c4faaa43b59b1fbe97f4,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/663e729e0847c4faaa43b59b1fbe97f4/usd/663e729e0847c4faaa43b59b1fbe97f4.usd
bottle,7218c60ede56775d76d74bf9a709cd7e,suspicious,suspicious,suspicious,0.092255,0.096119,227,ok;tiny;blank;tiny,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/7218c60ede56775d76d74bf9a709cd7e,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/7218c60ede56775d76d74bf9a709cd7e/usd/7218c60ede56775d76d74bf9a709cd7e.usd
bottle,77bad505aa99d1f32a1d79256cb865ce,suspicious,suspicious,suspicious,0.002331,0.002594,157,ok;blank;blank;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/77bad505aa99d1f32a1d79256cb865ce,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/77bad505aa99d1f32a1d79256cb865ce/usd/77bad505aa99d1f32a1d79256cb865ce.usd
bottle,7a234af0035ed9c3e2611b055bac8ed0,suspicious,suspicious,suspicious,0.011505,0.097652,161,blank;ok;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/7a234af0035ed9c3e2611b055bac8ed0,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/7a234af0035ed9c3e2611b055bac8ed0/usd/7a234af0035ed9c3e2611b055bac8ed0.usd
bottle,7cc0f788de67ff0bef7765944439425f,suspicious,suspicious,suspicious,0.065678,0.107964,214,ok;tiny;ok;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/7cc0f788de67ff0bef7765944439425f,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/7cc0f788de67ff0bef7765944439425f/usd/7cc0f788de67ff0bef7765944439425f.usd
bottle,99a655969a205e4db8c61f4345d00bdc,blank,blank,blank,0.000000,0.000000,0,blank;blank;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/99a655969a205e4db8c61f4345d00bdc,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/99a655969a205e4db8c61f4345d00bdc/usd/99a655969a205e4db8c61f4345d00bdc.usd
bottle,a4384eac9e3ef5eeb92e3c3c1b62a1aa,blank,blank,blank,0.000000,0.000000,0,blank;blank;blank;blank,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/a4384eac9e3ef5eeb92e3c3c1b62a1aa,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/a4384eac9e3ef5eeb92e3c3c1b62a1aa/usd/a4384eac9e3ef5eeb92e3c3c1b62a1aa.usd
bottle,a548c41d13b45e87309b09596bba0b9c,suspicious,suspicious,suspicious,0.096409,0.121544,179,ok;ok;blank;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/a548c41d13b45e87309b09596bba0b9c,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/a548c41d13b45e87309b09596bba0b9c/usd/a548c41d13b45e87309b09596bba0b9c.usd
bottle,aff77ffc15f24ad66f2bfab57ef966f8,suspicious,suspicious,suspicious,0.070953,0.100891,232,ok;ok;blank;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/aff77ffc15f24ad66f2bfab57ef966f8,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/aff77ffc15f24ad66f2bfab57ef966f8/usd/aff77ffc15f24ad66f2bfab57ef966f8.usd
bottle,bad2ba50096284fc3134c8179e44d43b,suspicious,suspicious,suspicious,0.063896,0.080421,254,ok;ok;blank;ok,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/bad2ba50096284fc3134c8179e44d43b,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/bottle/bad2ba50096284fc3134c8179e44d43b/usd/bad2ba50096284fc3134c8179e44d43b.usd
