label,category,uid,view,class,fg_ratio,bbox_width,bbox_height,bbox_area_ratio,touches_edge,path
baseline84,cabinet,05b603614a4ff2f04bfa544a2d85a0bd,front,tiny,0.002644,29,73,0.008076,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/05b603614a4ff2f04bfa544a2d85a0bd/front.png
baseline84,cabinet,05b603614a4ff2f04bfa544a2d85a0bd,left,tiny,0.002258,12,57,0.002609,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/05b603614a4ff2f04bfa544a2d85a0bd/left.png
baseline84,cabinet,05b603614a4ff2f04bfa544a2d85a0bd,back,tiny,0.002300,26,71,0.007042,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/05b603614a4ff2f04bfa544a2d85a0bd/back.png
baseline84,cabinet,05b603614a4ff2f04bfa544a2d85a0bd,right,tiny,0.003071,23,39,0.003422,True,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/05b603614a4ff2f04bfa544a2d85a0bd/right.png
baseline84,cabinet,06ba887f18c9cd0fdc34bd23e2c31de2,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/06ba887f18c9cd0fdc34bd23e2c31de2/front.png
baseline84,cabinet,06ba887f18c9cd0fdc34bd23e2c31de2,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/06ba887f18c9cd0fdc34bd23e2c31de2/left.png
baseline84,cabinet,06ba887f18c9cd0fdc34bd23e2c31de2,back,blank,0.000263,11,9,0.000378,True,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/06ba887f18c9cd0fdc34bd23e2c31de2/back.png
baseline84,cabinet,06ba887f18c9cd0fdc34bd23e2c31de2,right,tiny,0.001087,24,20,0.001831,True,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/06ba887f18c9cd0fdc34bd23e2c31de2/right.png
baseline84,cabinet,0968a1c333825e9d2f912db1d353b0e8,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/0968a1c333825e9d2f912db1d353b0e8/front.png
baseline84,cabinet,0968a1c333825e9d2f912db1d353b0e8,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/0968a1c333825e9d2f912db1d353b0e8/left.png
baseline84,cabinet,0968a1c333825e9d2f912db1d353b0e8,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/0968a1c333825e9d2f912db1d353b0e8/back.png
baseline84,cabinet,0968a1c333825e9d2f912db1d353b0e8,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/0968a1c333825e9d2f912db1d353b0e8/right.png
baseline84,cabinet,0b558ffc6d640331607c4eeca7e99fb6,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/0b558ffc6d640331607c4eeca7e99fb6/front.png
baseline84,cabinet,0b558ffc6d640331607c4eeca7e99fb6,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/0b558ffc6d640331607c4eeca7e99fb6/left.png
baseline84,cabinet,0b558ffc6d640331607c4eeca7e99fb6,back,tiny,0.012486,56,62,0.013245,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/0b558ffc6d640331607c4eeca7e99fb6/back.png
baseline84,cabinet,0b558ffc6d640331607c4eeca7e99fb6,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/0b558ffc6d640331607c4eeca7e99fb6/right.png
baseline84,cabinet,0dd113faaefaf20150c364db6c094d46,front,tiny,0.015022,75,68,0.019455,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/0dd113faaefaf20150c364db6c094d46/front.png
baseline84,cabinet,0dd113faaefaf20150c364db6c094d46,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/0dd113faaefaf20150c364db6c094d46/left.png
baseline84,cabinet,0dd113faaefaf20150c364db6c094d46,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/0dd113faaefaf20150c364db6c094d46/back.png
baseline84,cabinet,0dd113faaefaf20150c364db6c094d46,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/0dd113faaefaf20150c364db6c094d46/right.png
baseline84,cabinet,123f6a89cd741c984dc5030f1c7ca2a3,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/123f6a89cd741c984dc5030f1c7ca2a3/front.png
baseline84,cabinet,123f6a89cd741c984dc5030f1c7ca2a3,left,tiny,0.004429,60,20,0.004578,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/123f6a89cd741c984dc5030f1c7ca2a3/left.png
baseline84,cabinet,123f6a89cd741c984dc5030f1c7ca2a3,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/123f6a89cd741c984dc5030f1c7ca2a3/back.png
baseline84,cabinet,123f6a89cd741c984dc5030f1c7ca2a3,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/123f6a89cd741c984dc5030f1c7ca2a3/right.png
baseline84,cabinet,1347473d7fe8c041e902558d24c9e375,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1347473d7fe8c041e902558d24c9e375/front.png
baseline84,cabinet,1347473d7fe8c041e902558d24c9e375,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1347473d7fe8c041e902558d24c9e375/left.png
baseline84,cabinet,1347473d7fe8c041e902558d24c9e375,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1347473d7fe8c041e902558d24c9e375/back.png
baseline84,cabinet,1347473d7fe8c041e902558d24c9e375,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1347473d7fe8c041e902558d24c9e375/right.png
baseline84,cabinet,152f5172416f7db261631d902d48e910,front,tiny,0.005566,29,80,0.008850,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/152f5172416f7db261631d902d48e910/front.png
baseline84,cabinet,152f5172416f7db261631d902d48e910,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/152f5172416f7db261631d902d48e910/left.png
baseline84,cabinet,152f5172416f7db261631d902d48e910,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/152f5172416f7db261631d902d48e910/back.png
baseline84,cabinet,152f5172416f7db261631d902d48e910,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/152f5172416f7db261631d902d48e910/right.png
baseline84,cabinet,1a90eabdd92d987169fdd8e83b63c939,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1a90eabdd92d987169fdd8e83b63c939/front.png
baseline84,cabinet,1a90eabdd92d987169fdd8e83b63c939,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1a90eabdd92d987169fdd8e83b63c939/left.png
baseline84,cabinet,1a90eabdd92d987169fdd8e83b63c939,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1a90eabdd92d987169fdd8e83b63c939/back.png
baseline84,cabinet,1a90eabdd92d987169fdd8e83b63c939,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1a90eabdd92d987169fdd8e83b63c939/right.png
baseline84,cabinet,1e4fec39fe2640c5567413a407c0550a,front,tiny,0.001518,42,10,0.001602,True,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1e4fec39fe2640c5567413a407c0550a/front.png
baseline84,cabinet,1e4fec39fe2640c5567413a407c0550a,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1e4fec39fe2640c5567413a407c0550a/left.png
baseline84,cabinet,1e4fec39fe2640c5567413a407c0550a,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1e4fec39fe2640c5567413a407c0550a/back.png
baseline84,cabinet,1e4fec39fe2640c5567413a407c0550a,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1e4fec39fe2640c5567413a407c0550a/right.png
baseline84,cabinet,1f920706d855b66a9423f8bf95c65ebd,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1f920706d855b66a9423f8bf95c65ebd/front.png
baseline84,cabinet,1f920706d855b66a9423f8bf95c65ebd,left,tiny,0.001190,12,48,0.002197,True,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1f920706d855b66a9423f8bf95c65ebd/left.png
baseline84,cabinet,1f920706d855b66a9423f8bf95c65ebd,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1f920706d855b66a9423f8bf95c65ebd/back.png
baseline84,cabinet,1f920706d855b66a9423f8bf95c65ebd,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/1f920706d855b66a9423f8bf95c65ebd/right.png
baseline84,cabinet,221e842ce1e790bddf5af9d9e29dbeec,front,tiny,0.001503,57,7,0.001522,True,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/221e842ce1e790bddf5af9d9e29dbeec/front.png
baseline84,cabinet,221e842ce1e790bddf5af9d9e29dbeec,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/221e842ce1e790bddf5af9d9e29dbeec/left.png
baseline84,cabinet,221e842ce1e790bddf5af9d9e29dbeec,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/221e842ce1e790bddf5af9d9e29dbeec/back.png
baseline84,cabinet,221e842ce1e790bddf5af9d9e29dbeec,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/221e842ce1e790bddf5af9d9e29dbeec/right.png
baseline84,cabinet,2d7a430d61d143c157c48cd1bb9906eb,front,tiny,0.012054,59,61,0.013729,True,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/2d7a430d61d143c157c48cd1bb9906eb/front.png
baseline84,cabinet,2d7a430d61d143c157c48cd1bb9906eb,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/2d7a430d61d143c157c48cd1bb9906eb/left.png
baseline84,cabinet,2d7a430d61d143c157c48cd1bb9906eb,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/2d7a430d61d143c157c48cd1bb9906eb/back.png
baseline84,cabinet,2d7a430d61d143c157c48cd1bb9906eb,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/2d7a430d61d143c157c48cd1bb9906eb/right.png
baseline84,cabinet,2ed9edd34221c034f3835f97b1781350,front,tiny,0.005684,43,70,0.011482,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/2ed9edd34221c034f3835f97b1781350/front.png
baseline84,cabinet,2ed9edd34221c034f3835f97b1781350,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/2ed9edd34221c034f3835f97b1781350/left.png
baseline84,cabinet,2ed9edd34221c034f3835f97b1781350,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/2ed9edd34221c034f3835f97b1781350/back.png
baseline84,cabinet,2ed9edd34221c034f3835f97b1781350,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/2ed9edd34221c034f3835f97b1781350/right.png
baseline84,cabinet,2f879eed3493f998cab1131945feee62,front,tiny,0.003056,19,80,0.005798,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/2f879eed3493f998cab1131945feee62/front.png
baseline84,cabinet,2f879eed3493f998cab1131945feee62,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/2f879eed3493f998cab1131945feee62/left.png
baseline84,cabinet,2f879eed3493f998cab1131945feee62,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/2f879eed3493f998cab1131945feee62/back.png
baseline84,cabinet,2f879eed3493f998cab1131945feee62,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/2f879eed3493f998cab1131945feee62/right.png
baseline84,cabinet,306a16dccd08838e615c565e1c9ee0e6,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/306a16dccd08838e615c565e1c9ee0e6/front.png
baseline84,cabinet,306a16dccd08838e615c565e1c9ee0e6,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/306a16dccd08838e615c565e1c9ee0e6/left.png
baseline84,cabinet,306a16dccd08838e615c565e1c9ee0e6,back,tiny,0.003090,31,73,0.008633,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/306a16dccd08838e615c565e1c9ee0e6/back.png
baseline84,cabinet,306a16dccd08838e615c565e1c9ee0e6,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/306a16dccd08838e615c565e1c9ee0e6/right.png
baseline84,cabinet,3399337a68a2bb41b4f4ebc20590fd94,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/3399337a68a2bb41b4f4ebc20590fd94/front.png
baseline84,cabinet,3399337a68a2bb41b4f4ebc20590fd94,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/3399337a68a2bb41b4f4ebc20590fd94/left.png
baseline84,cabinet,3399337a68a2bb41b4f4ebc20590fd94,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/3399337a68a2bb41b4f4ebc20590fd94/back.png
baseline84,cabinet,3399337a68a2bb41b4f4ebc20590fd94,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/3399337a68a2bb41b4f4ebc20590fd94/right.png
baseline84,cabinet,34347451d4ef792f7cd8bf986d2572e6,front,blank,0.000923,14,36,0.001923,True,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/34347451d4ef792f7cd8bf986d2572e6/front.png
baseline84,cabinet,34347451d4ef792f7cd8bf986d2572e6,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/34347451d4ef792f7cd8bf986d2572e6/left.png
baseline84,cabinet,34347451d4ef792f7cd8bf986d2572e6,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/34347451d4ef792f7cd8bf986d2572e6/back.png
baseline84,cabinet,34347451d4ef792f7cd8bf986d2572e6,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/34347451d4ef792f7cd8bf986d2572e6/right.png
baseline84,cabinet,365155e8781d53f97be5426f5518638e,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/365155e8781d53f97be5426f5518638e/front.png
baseline84,cabinet,365155e8781d53f97be5426f5518638e,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/365155e8781d53f97be5426f5518638e/left.png
baseline84,cabinet,365155e8781d53f97be5426f5518638e,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/365155e8781d53f97be5426f5518638e/back.png
baseline84,cabinet,365155e8781d53f97be5426f5518638e,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/365155e8781d53f97be5426f5518638e/right.png
baseline84,cabinet,36784bfb585bdb14174f19549409978f,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/36784bfb585bdb14174f19549409978f/front.png
baseline84,cabinet,36784bfb585bdb14174f19549409978f,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/36784bfb585bdb14174f19549409978f/left.png
baseline84,cabinet,36784bfb585bdb14174f19549409978f,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/36784bfb585bdb14174f19549409978f/back.png
baseline84,cabinet,36784bfb585bdb14174f19549409978f,right,tiny,0.003811,37,37,0.005222,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/36784bfb585bdb14174f19549409978f/right.png
baseline84,cabinet,3a0d2a8e5ae7e4ad9623d478712760ac,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/3a0d2a8e5ae7e4ad9623d478712760ac/front.png
baseline84,cabinet,3a0d2a8e5ae7e4ad9623d478712760ac,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/3a0d2a8e5ae7e4ad9623d478712760ac/left.png
baseline84,cabinet,3a0d2a8e5ae7e4ad9623d478712760ac,back,blank,0.000336,12,12,0.000549,True,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/3a0d2a8e5ae7e4ad9623d478712760ac/back.png
baseline84,cabinet,3a0d2a8e5ae7e4ad9623d478712760ac,right,tiny,0.001251,36,11,0.001511,True,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/3a0d2a8e5ae7e4ad9623d478712760ac/right.png
baseline84,cabinet,4441e4614b32447ba28d5d9bc67f0390,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4441e4614b32447ba28d5d9bc67f0390/front.png
baseline84,cabinet,4441e4614b32447ba28d5d9bc67f0390,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4441e4614b32447ba28d5d9bc67f0390/left.png
baseline84,cabinet,4441e4614b32447ba28d5d9bc67f0390,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4441e4614b32447ba28d5d9bc67f0390/back.png
baseline84,cabinet,4441e4614b32447ba28d5d9bc67f0390,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4441e4614b32447ba28d5d9bc67f0390/right.png
baseline84,cabinet,44bb282febf69ed6b92b6a239d306d69,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/44bb282febf69ed6b92b6a239d306d69/front.png
baseline84,cabinet,44bb282febf69ed6b92b6a239d306d69,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/44bb282febf69ed6b92b6a239d306d69/left.png
baseline84,cabinet,44bb282febf69ed6b92b6a239d306d69,back,blank,0.000038,2,7,0.000053,True,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/44bb282febf69ed6b92b6a239d306d69/back.png
baseline84,cabinet,44bb282febf69ed6b92b6a239d306d69,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/44bb282febf69ed6b92b6a239d306d69/right.png
baseline84,cabinet,46f0865f80677d8cfa43d88816727556,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/46f0865f80677d8cfa43d88816727556/front.png
baseline84,cabinet,46f0865f80677d8cfa43d88816727556,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/46f0865f80677d8cfa43d88816727556/left.png
baseline84,cabinet,46f0865f80677d8cfa43d88816727556,back,blank,0.000797,29,11,0.001217,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/46f0865f80677d8cfa43d88816727556/back.png
baseline84,cabinet,46f0865f80677d8cfa43d88816727556,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/46f0865f80677d8cfa43d88816727556/right.png
baseline84,cabinet,4866619352707772cd8a6b51d67b0505,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4866619352707772cd8a6b51d67b0505/front.png
baseline84,cabinet,4866619352707772cd8a6b51d67b0505,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4866619352707772cd8a6b51d67b0505/left.png
baseline84,cabinet,4866619352707772cd8a6b51d67b0505,back,tiny,0.011501,72,67,0.018402,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4866619352707772cd8a6b51d67b0505/back.png
baseline84,cabinet,4866619352707772cd8a6b51d67b0505,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4866619352707772cd8a6b51d67b0505/right.png
baseline84,cabinet,4932633b756863150ebe85421dc429f8,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4932633b756863150ebe85421dc429f8/front.png
baseline84,cabinet,4932633b756863150ebe85421dc429f8,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4932633b756863150ebe85421dc429f8/left.png
baseline84,cabinet,4932633b756863150ebe85421dc429f8,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4932633b756863150ebe85421dc429f8/back.png
baseline84,cabinet,4932633b756863150ebe85421dc429f8,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4932633b756863150ebe85421dc429f8/right.png
baseline84,cabinet,4a160695503292c2a05b2c733abe7249,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4a160695503292c2a05b2c733abe7249/front.png
baseline84,cabinet,4a160695503292c2a05b2c733abe7249,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4a160695503292c2a05b2c733abe7249/left.png
baseline84,cabinet,4a160695503292c2a05b2c733abe7249,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4a160695503292c2a05b2c733abe7249/back.png
baseline84,cabinet,4a160695503292c2a05b2c733abe7249,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4a160695503292c2a05b2c733abe7249/right.png
baseline84,cabinet,4b2ade4221cfba0b32f70ef5686852fb,front,tiny,0.002625,32,27,0.003296,True,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4b2ade4221cfba0b32f70ef5686852fb/front.png
baseline84,cabinet,4b2ade4221cfba0b32f70ef5686852fb,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4b2ade4221cfba0b32f70ef5686852fb/left.png
baseline84,cabinet,4b2ade4221cfba0b32f70ef5686852fb,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4b2ade4221cfba0b32f70ef5686852fb/back.png
baseline84,cabinet,4b2ade4221cfba0b32f70ef5686852fb,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4b2ade4221cfba0b32f70ef5686852fb/right.png
baseline84,cabinet,4b7b6a6d27f5e3f48f4462424ec81c06,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4b7b6a6d27f5e3f48f4462424ec81c06/front.png
baseline84,cabinet,4b7b6a6d27f5e3f48f4462424ec81c06,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4b7b6a6d27f5e3f48f4462424ec81c06/left.png
baseline84,cabinet,4b7b6a6d27f5e3f48f4462424ec81c06,back,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4b7b6a6d27f5e3f48f4462424ec81c06/back.png
baseline84,cabinet,4b7b6a6d27f5e3f48f4462424ec81c06,right,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4b7b6a6d27f5e3f48f4462424ec81c06/right.png
baseline84,cabinet,4c482f4c32887985a807ee43ba1c3484,front,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4c482f4c32887985a807ee43ba1c3484/front.png
baseline84,cabinet,4c482f4c32887985a807ee43ba1c3484,left,blank,0.000000,0,0,0.000000,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/4c482f4c32887985a807ee43ba1c3484/left.png
