category,uid,view,class,fg_ratio,bbox_width,bbox_height,bbox_area_ratio,path
bottle,32c94882e701219a85e6d7864f624774,front,ok,0.333607,448,209,0.357178,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/32c94882e701219a85e6d7864f624774/front.png
bottle,32c94882e701219a85e6d7864f624774,left,ok,0.284958,270,385,0.396538,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/32c94882e701219a85e6d7864f624774/left.png
bottle,32c94882e701219a85e6d7864f624774,back,ok,0.331299,447,207,0.352970,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/32c94882e701219a85e6d7864f624774/back.png
bottle,32c94882e701219a85e6d7864f624774,right,ok,0.255325,236,381,0.343002,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/32c94882e701219a85e6d7864f624774/right.png
bottle,34455a1739a48c3e82f3611bb3a56a42,front,ok,0.271870,403,271,0.416615,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/34455a1739a48c3e82f3611bb3a56a42/front.png
bottle,34455a1739a48c3e82f3611bb3a56a42,left,ok,0.224522,431,278,0.457069,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/34455a1739a48c3e82f3611bb3a56a42/left.png
bottle,34455a1739a48c3e82f3611bb3a56a42,back,ok,0.168999,339,273,0.353039,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/34455a1739a48c3e82f3611bb3a56a42/back.png
bottle,34455a1739a48c3e82f3611bb3a56a42,right,ok,0.180290,337,282,0.362526,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/34455a1739a48c3e82f3611bb3a56a42/right.png
bottle,348083faee227ffaebd97a4a75b56e67,front,ok,0.183262,446,135,0.229683,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/348083faee227ffaebd97a4a75b56e67/front.png
bottle,348083faee227ffaebd97a4a75b56e67,left,ok,0.150867,162,332,0.205170,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/348083faee227ffaebd97a4a75b56e67/left.png
bottle,348083faee227ffaebd97a4a75b56e67,back,ok,0.183800,449,135,0.231228,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/348083faee227ffaebd97a4a75b56e67/back.png
bottle,348083faee227ffaebd97a4a75b56e67,right,ok,0.117069,134,336,0.171753,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/348083faee227ffaebd97a4a75b56e67/right.png
bottle,35be58c92f6af2d53721788c80f7f1d6,front,ok,0.183262,446,135,0.229683,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/35be58c92f6af2d53721788c80f7f1d6/front.png
bottle,35be58c92f6af2d53721788c80f7f1d6,left,ok,0.150867,162,332,0.205170,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/35be58c92f6af2d53721788c80f7f1d6/left.png
bottle,35be58c92f6af2d53721788c80f7f1d6,back,ok,0.183800,449,135,0.231228,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/35be58c92f6af2d53721788c80f7f1d6/back.png
bottle,35be58c92f6af2d53721788c80f7f1d6,right,ok,0.117069,134,336,0.171753,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/35be58c92f6af2d53721788c80f7f1d6/right.png
bottle,35c8cf43dd7c300768b83551a489f57a,front,ok,0.233952,469,167,0.298779,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/35c8cf43dd7c300768b83551a489f57a/front.png
bottle,35c8cf43dd7c300768b83551a489f57a,left,ok,0.231850,250,371,0.353813,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/35c8cf43dd7c300768b83551a489f57a/left.png
bottle,35c8cf43dd7c300768b83551a489f57a,back,ok,0.233955,469,166,0.296989,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/35c8cf43dd7c300768b83551a489f57a/back.png
bottle,35c8cf43dd7c300768b83551a489f57a,right,ok,0.196426,206,371,0.291542,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/35c8cf43dd7c300768b83551a489f57a/right.png
bottle,36757695b7d5a576f0160e8a71e11f20,front,ok,0.227821,405,200,0.308990,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/36757695b7d5a576f0160e8a71e11f20/front.png
bottle,36757695b7d5a576f0160e8a71e11f20,left,ok,0.239723,247,345,0.325069,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/36757695b7d5a576f0160e8a71e11f20/left.png
bottle,36757695b7d5a576f0160e8a71e11f20,back,ok,0.227062,405,200,0.308990,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/36757695b7d5a576f0160e8a71e11f20/back.png
bottle,36757695b7d5a576f0160e8a71e11f20,right,ok,0.176662,231,301,0.265240,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/36757695b7d5a576f0160e8a71e11f20/right.png
bottle,38a83b629e4e445b66bd0d015443bf1b,front,ok,0.179184,460,121,0.212326,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/38a83b629e4e445b66bd0d015443bf1b/front.png
bottle,38a83b629e4e445b66bd0d015443bf1b,left,ok,0.177750,192,336,0.246094,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/38a83b629e4e445b66bd0d015443bf1b/left.png
bottle,38a83b629e4e445b66bd0d015443bf1b,back,ok,0.179489,460,121,0.212326,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/38a83b629e4e445b66bd0d015443bf1b/back.png
bottle,38a83b629e4e445b66bd0d015443bf1b,right,ok,0.130013,140,337,0.179977,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/38a83b629e4e445b66bd0d015443bf1b/right.png
bottle,3958f6635643a60e76276e57e62e9dd0,front,ok,0.344360,450,217,0.372505,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3958f6635643a60e76276e57e62e9dd0/front.png
bottle,3958f6635643a60e76276e57e62e9dd0,left,ok,0.321857,307,381,0.446194,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3958f6635643a60e76276e57e62e9dd0/left.png
bottle,3958f6635643a60e76276e57e62e9dd0,back,ok,0.345547,450,217,0.372505,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3958f6635643a60e76276e57e62e9dd0/back.png
bottle,3958f6635643a60e76276e57e62e9dd0,right,ok,0.319065,308,381,0.447647,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3958f6635643a60e76276e57e62e9dd0/right.png
bottle,3a6493c3609c88c577f13fbec7586b0c,front,ok,0.344379,450,217,0.372505,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3a6493c3609c88c577f13fbec7586b0c/front.png
bottle,3a6493c3609c88c577f13fbec7586b0c,left,ok,0.321854,307,381,0.446194,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3a6493c3609c88c577f13fbec7586b0c/left.png
bottle,3a6493c3609c88c577f13fbec7586b0c,back,ok,0.345539,450,217,0.372505,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3a6493c3609c88c577f13fbec7586b0c/back.png
bottle,3a6493c3609c88c577f13fbec7586b0c,right,ok,0.319069,308,381,0.447647,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3a6493c3609c88c577f13fbec7586b0c/right.png
bottle,3a6a11e43eac6eadfb7e70b7e5a97761,front,ok,0.280144,480,173,0.316772,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3a6a11e43eac6eadfb7e70b7e5a97761/front.png
bottle,3a6a11e43eac6eadfb7e70b7e5a97761,left,ok,0.281586,292,370,0.412140,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3a6a11e43eac6eadfb7e70b7e5a97761/left.png
bottle,3a6a11e43eac6eadfb7e70b7e5a97761,back,ok,0.281178,479,173,0.316113,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3a6a11e43eac6eadfb7e70b7e5a97761/back.png
bottle,3a6a11e43eac6eadfb7e70b7e5a97761,right,ok,0.280479,294,370,0.414963,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3a6a11e43eac6eadfb7e70b7e5a97761/right.png
bottle,3b7c8607fc596630da5a83dd27e6b007,front,ok,0.188046,456,141,0.245270,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3b7c8607fc596630da5a83dd27e6b007/front.png
bottle,3b7c8607fc596630da5a83dd27e6b007,left,ok,0.166351,180,348,0.238953,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3b7c8607fc596630da5a83dd27e6b007/left.png
bottle,3b7c8607fc596630da5a83dd27e6b007,back,ok,0.183281,457,138,0.240578,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3b7c8607fc596630da5a83dd27e6b007/back.png
bottle,3b7c8607fc596630da5a83dd27e6b007,right,ok,0.108097,126,346,0.166306,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3b7c8607fc596630da5a83dd27e6b007/right.png
bottle,3b959a988993ed8dadb69a34d65e9705,front,ok,0.179176,460,121,0.212326,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3b959a988993ed8dadb69a34d65e9705/front.png
bottle,3b959a988993ed8dadb69a34d65e9705,left,ok,0.177750,192,336,0.246094,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3b959a988993ed8dadb69a34d65e9705/left.png
bottle,3b959a988993ed8dadb69a34d65e9705,back,ok,0.179489,460,121,0.212326,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3b959a988993ed8dadb69a34d65e9705/back.png
bottle,3b959a988993ed8dadb69a34d65e9705,right,ok,0.130013,140,337,0.179977,docs/tmp/bottle-blank-investigation/center_offset_rerender/bottle/3b959a988993ed8dadb69a34d65e9705/right.png
